"'Location","'Year","'Sex","'Area","'0-4","'5-9","'10-14","'15-19","'20-24","'25-29","'30-34","'35-39","'40-44","'45-49","'50-54","'55-59","'60-64","'65-69","'70-74","'75-79","'80+","'Total"
"Middle Africa","2000","Male","Urban","3,191","2,615","2,421","2,251","1,685","1,232","960","870","717","589","417","307","202","114","66","34","27","17,699"
"Middle Africa","2005","Male","Urban","3,874","3,175","2,988","2,798","2,124","1,533","1,185","1,076","887","719","501","366","241","136","79","41","33","21,757"
"Middle Africa","2010","Male","Urban","4,693","3,938","3,607","3,297","2,496","1,875","1,473","1,302","1,099","885","633","464","315","194","118","62","43","26,493"
"Middle Africa","2015","Male","Urban","5,497","4,741","4,403","3,993","3,058","2,321","1,860","1,625","1,365","1,101","789","571","383","234","142","76","53","32,211"
"Angola","1980","Male","Urban","148","112","104","98","73","53","38","37","32","27","19","14","9","5","2","1","1","771"
"Angola","1985","Male","Urban","202","153","137","131","101","73","55","48","41","35","25","18","11","6","3","1","1","1,041"
"Angola","1990","Male","Urban","261","200","181","167","130","95","73","65","50","43","30","22","14","7","4","2","1","1,345"
"Angola","1995","Male","Urban","341","266","243","226","168","124","97","87","71","54","38","28","18","9","5","2","1","1,778"
"Angola","2000","Male","Urban","440","343","315","295","222","157","123","114","92","74","47","34","22","12","6","3","2","2,301"
"Angola","2005","Male","Urban","589","460","417","390","295","212","159","147","122","98","66","43","28","15","8","4","3","3,057"
"Angola","2010","Male","Urban","772","627","549","484","362","269","211","183","156","127","90","64","39","24","14","7","4","3,981"
"Angola","2015","Male","Urban","928","809","728","634","467","349","276","243","199","162","117","84","55","30","18","9","6","5,113"
"Cameroon","1980","Male","Urban","247","190","180","186","155","116","87","84","64","57","38","28","18","9","5","3","4","1,469"
"Cameroon","1985","Male","Urban","336","255","241","250","209","149","110","106","80","71","47","35","23","11","7","4","5","1,940"
"Cameroon","1990","Male","Urban","422","335","312","324","271","194","137","129","97","86","57","43","28","14","9","5","7","2,472"
"Cameroon","1995","Male","Urban","502","415","403","411","344","247","174","157","116","103","68","51","33","17","11","7","9","3,066"
"Cameroon","2000","Male","Urban","588","493","498","528","434","310","219","197","139","121","80","59","39","20","13","8","11","3,756"
"Cameroon","2005","Male","Urban","702","576","589","650","558","391","274","244","172","142","93","69","45","23","15","10","13","4,568"
"Cameroon","2010","Male","Urban","868","737","673","657","579","455","340","281","211","170","123","96","73","51","35","22","18","5,388"
"Cameroon","2015","Male","Urban","1,000","873","804","758","676","557","438","355","266","211","153","116","87","62","43","26","22","6,446"
"Central African Republic","1980","Male","Urban","65","52","49","44","36","27","21","20","17","14","11","9","7","5","3","2","1","382"
"Central African Republic","1985","Male","Urban","79","63","59","54","45","34","27","22","19","16","13","10","8","6","4","2","1","462"
"Central African Republic","1990","Male","Urban","91","75","70","63","51","38","31","25","20","17","14","11","9","6","4","2","1","531"
"Central African Republic","1995","Male","Urban","99","85","81","74","61","45","35","29","23","18","15","12","10","7","5","3","2","603"
"Central African Republic","2000","Male","Urban","111","92","91","86","71","53","41","32","25","19","16","13","11","8","5","3","2","678"
"Central African Republic","2005","Male","Urban","119","102","98","96","80","59","46","36","28","21","17","13","11","8","6","3","2","748"
"Central African Republic","2010","Male","Urban","125","112","111","105","92","71","55","44","33","24","19","15","12","9","6","4","2","839"
"Central African Republic","2015","Male","Urban","139","120","124","121","103","82","67","54","41","29","22","17","13","10","7","4","3","956"
"Chad","1980","Male","Urban","83","63","56","52","40","30","22","22","19","16","12","9","6","3","2","1","1","436"
"Chad","1985","Male","Urban","99","77","69","62","47","35","28","24","21","18","13","10","6","4","2","1","1","517"
"Chad","1990","Male","Urban","124","96","86","79","57","42","33","31","24","21","15","11","7","4","2","1","1","636"
"Chad","1995","Male","Urban","152","118","106","97","72","50","38","36","30","23","17","13","8","5","3","1","1","771"
"Chad","2000","Male","Urban","182","143","129","118","88","62","45","41","34","29","18","14","9","5","3","1","1","924"
"Chad","2005","Male","Urban","219","176","160","146","108","77","57","49","40","33","23","16","11","6","3","2","1","1,125"
"Chad","2010","Male","Urban","256","211","189","166","121","89","68","58","46","37","27","20","13","8","5","2","2","1,319"
"Chad","2015","Male","Urban","292","247","226","200","147","107","84","72","58","44","31","23","16","9","6","3","2","1,567"
"Congo","1980","Male","Urban","79","65","60","55","41","30","23","22","19","17","12","9","6","3","2","1","1","445"
"Congo","1985","Male","Urban","95","81","72","63","50","38","31","27","23","19","15","12","9","6","4","2","2","549"
"Congo","1990","Male","Urban","108","95","87","78","62","48","38","32","27","22","18","14","11","7","5","3","2","655"
"Congo","1995","Male","Urban","125","108","101","94","76","60","47","39","32","26","20","16","12","8","6","3","2","777"
"Congo","2000","Male","Urban","152","125","116","110","94","75","59","49","39","31","24","19","14","10","7","4","3","930"
"Congo","2005","Male","Urban","182","151","134","125","107","89","72","61","48","38","28","21","16","11","8","4","3","1,096"
"Congo","2010","Male","Urban","219","184","162","141","120","103","89","76","61","47","35","27","20","14","9","6","4","1,315"
"Congo","2015","Male","Urban","255","220","193","169","134","113","100","90","75","59","43","32","23","16","11","7","5","1,546"
"Democratic Republic of the Congo","1980","Male","Urban","683","556","508","448","314","231","194","185","166","135","95","66","41","21","11","4","2","3,661"
"Democratic Republic of the Congo","1985","Male","Urban","831","659","604","539","379","277","226","220","199","162","114","80","49","26","13","5","2","4,385"
"Democratic Republic of the Congo","1990","Male","Urban","1,053","837","751","670","474","346","281","263","246","202","142","100","62","32","16","7","3","5,487"
"Democratic Republic of the Congo","1995","Male","Urban","1,387","1,092","981","857","606","445","362","336","302","255","182","128","79","42","21","8","4","7,088"
"Democratic Republic of the Congo","2000","Male","Urban","1,620","1,332","1,192","1,044","722","529","433","402","359","292","214","153","95","50","25","10","5","8,477"
"Democratic Republic of the Congo","2005","Male","Urban","1,952","1,612","1,499","1,306","906","650","531","496","443","358","253","186","117","61","31","12","6","10,418"
"Democratic Republic of the Congo","2010","Male","Urban","2,324","1,956","1,822","1,649","1,138","819","655","611","549","445","312","220","143","76","39","16","8","12,780"
"Democratic Republic of the Congo","2015","Male","Urban","2,737","2,343","2,214","2,006","1,438","1,030","826","755","678","552","388","273","170","94","48","20","10","15,580"
"Equatorial Guinea","1980","Male","Urban","4","5","6","5","3","2","1","1","1","1","1","1","1","0","0","0","0","32"
"Equatorial Guinea","1985","Male","Urban","7","4","5","7","7","5","3","2","2","2","1","1","1","0","0","0","0","50"
"Equatorial Guinea","1990","Male","Urban","12","8","6","7","8","8","6","4","3","2","2","1","1","1","0","0","0","69"
"Equatorial Guinea","1995","Male","Urban","16","13","9","7","8","8","8","8","5","3","2","2","1","1","0","0","0","91"
"Equatorial Guinea","2000","Male","Urban","17","14","14","11","7","7","8","9","8","5","2","2","1","1","0","0","0","106"
"Equatorial Guinea","2005","Male","Urban","18","16","16","15","10","7","7","9","9","7","4","2","1","1","0","0","0","125"
"Equatorial Guinea","2010","Male","Urban","22","18","17","17","14","9","7","8","9","9","6","4","2","1","1","0","0","144"
"Equatorial Guinea","2015","Male","Urban","25","21","19","19","16","13","10","8","9","9","8","6","3","1","1","0","0","168"
"Gabon","1980","Male","Urban","32","26","22","19","15","12","11","10","10","9","8","6","5","4","3","2","1","196"
"Gabon","1985","Male","Urban","42","35","30","26","20","16","14","13","12","11","10","8","6","5","3","2","1","254"
"Gabon","1990","Male","Urban","54","46","39","33","27","21","17","16","14","12","11","10","8","6","4","3","2","324"
"Gabon","1995","Male","Urban","65","57","50","43","35","29","23","19","17","15","12","11","10","8","5","3","3","404"
"Gabon","2000","Male","Urban","75","67","61","53","44","36","30","24","20","17","15","13","11","9","7","4","3","490"
"Gabon","2005","Male","Urban","85","76","70","64","54","45","37","31","25","21","17","15","12","10","8","5","4","578"
"Gabon","2010","Male","Urban","99","86","78","72","64","54","45","38","32","25","20","17","14","11","8","6","5","672"
"Gabon","2015","Male","Urban","111","99","87","79","72","64","54","45","37","31","24","19","15","12","9","6","5","771"
"Sao Tome and Principe","1980","Male","Urban","3","2","2","2","1","1","1","1","1","1","1","0","0","0","0","0","0","15"
"Sao Tome and Principe","1985","Male","Urban","4","3","3","2","2","1","1","1","1","1","1","1","0","0","0","0","0","19"
"Sao Tome and Principe","1990","Male","Urban","4","4","4","3","2","2","1","1","1","1","1","1","0","0","0","0","0","25"
"Sao Tome and Principe","1995","Male","Urban","5","5","5","3","3","2","2","1","1","1","1","1","1","0","0","0","0","31"
"Sao Tome and Principe","2000","Male","Urban","6","5","5","5","4","2","2","2","1","1","1","1","1","0","0","0","0","36"
"Sao Tome and Principe","2005","Male","Urban","7","6","5","5","5","4","2","2","2","1","1","1","0","1","0","0","0","43"
"Sao Tome and Principe","2010","Male","Urban","9","7","6","6","6","5","4","3","2","2","1","1","1","1","1","0","0","54"
"Sao Tome and Principe","2015","Male","Urban","10","9","8","7","6","6","5","4","3","2","2","1","1","1","0","0","0","64"
"Northern Africa","1980","Male","Urban","3,321","2,851","2,717","2,525","2,130","1,706","1,328","1,066","1,086","962","847","629","483","332","232","129","77","22,420"
"Northern Africa","1985","Male","Urban","3,927","3,471","3,147","2,960","2,635","2,174","1,834","1,402","1,174","1,064","978","788","598","401","266","157","96","27,071"
"Northern Africa","1990","Male","Urban","4,306","4,135","3,809","3,384","3,032","2,674","2,330","1,922","1,545","1,174","1,091","915","755","504","327","182","118","32,204"
"Northern Africa","1995","Male","Urban","4,379","4,517","4,481","4,037","3,438","3,020","2,772","2,381","2,089","1,519","1,185","1,018","875","638","412","226","141","37,130"
"Northern Africa","2000","Male","Urban","4,343","4,613","4,896","4,640","3,883","3,298","3,094","2,788","2,476","1,975","1,444","1,026","964","710","509","260","168","41,088"
"Northern Africa","2005","Male","Urban","4,583","4,711","5,004","4,894","4,388","3,835","3,478","3,148","2,858","2,315","1,904","1,220","1,040","743","586","301","211","45,222"
"Northern Africa","2010","Male","Urban","5,318","4,907","4,938","4,843","4,697","4,621","4,137","3,458","3,176","2,705","2,270","1,670","1,311","797","649","362","279","50,137"
"Northern Africa","2015","Male","Urban","6,007","5,685","5,083","4,740","4,658","4,981","5,038","4,140","3,489","3,031","2,686","2,004","1,795","994","694","391","342","55,758"
"Algeria","1980","Male","Urban","704","595","529","479","421","358","215","180","182","162","125","93","80","56","43","22","14","4,261"
"Algeria","1985","Male","Urban","886","772","685","609","531","457","399","230","204","187","174","123","93","70","48","30","17","5,516"
"Algeria","1990","Male","Urban","986","976","877","770","667","565","495","418","252","206","195","168","121","82","60","35","24","6,895"
"Algeria","1995","Male","Urban","988","1,076","1,085","955","827","704","602","507","460","256","214","194","168","110","72","43","28","8,289"
"Algeria","2000","Male","Urban","890","1,081","1,207","1,181","989","861","756","624","535","462","259","209","198","151","95","52","36","9,586"
"Algeria","2005","Male","Urban","928","998","1,199","1,274","1,215","1,033","923","785","655","524","476","253","225","174","135","67","47","10,913"
"Algeria","2010","Male","Urban","1,319","1,004","1,079","1,234","1,315","1,324","1,126","941","814","654","529","460","270","202","164","106","71","12,612"
"Algeria","2015","Male","Urban","1,613","1,415","1,059","1,096","1,261","1,414","1,437","1,158","967","809","663","501","476","229","177","112","95","14,482"
"Egypt","1980","Male","Urban","1,331","1,149","1,141","1,072","894","696","645","512","544","478","433","326","255","175","118","65","40","9,874"
"Egypt","1985","Male","Urban","1,479","1,312","1,203","1,171","1,034","836","714","674","562","511","467","381","300","199","135","75","47","11,101"
"Egypt","1990","Male","Urban","1,578","1,456","1,357","1,205","1,094","978","865","725","737","541","503","405","346","232","152","85","54","12,314"
"Egypt","1995","Male","Urban","1,438","1,550","1,497","1,358","1,112","995","971","859","779","690","525","434","366","267","176","96","62","13,174"
"Egypt","2000","Male","Urban","1,487","1,525","1,696","1,535","1,227","990","1,008","975","910","709","646","423","402","272","203","100","67","14,177"
"Egypt","2005","Male","Urban","1,581","1,653","1,684","1,656","1,364","1,185","1,084","1,048","1,009","815","664","496","433","273","215","98","76","15,333"
"Egypt","2010","Male","Urban","1,752","1,731","1,727","1,547","1,486","1,446","1,320","1,065","1,054","910","791","524","566","286","234","102","90","16,631"
"Egypt","2015","Male","Urban","1,822","1,919","1,793","1,575","1,391","1,605","1,651","1,311","1,073","963","901","636","615","377","252","113","102","18,100"
